,producer_name,product_name,description,full_name,critic_score
0,The Sadie Family,Old Vine Series Mev Kirsten,"Full, fresh and lively in the glass, the 2022 Old Vine Series Mev Kirsten bursts with incredible freshness wrapped in finesse and seductive notes of dusty citrus blossoms. Medium-bodied, the mouthfeel offers considerable weight, a delightful nutty essence and a kiss of phenolic bitterness that gradually glides to a soft, leesy expression. The Mev Kirsten has a certain gravitas that weighs on the palate and hangs through the long, lingering, food-friendly finish.  It’s mind-bogglingly delicious and has my head spinning for more. Only 4,500 bottles were produced from whole-bunch-pressed, old-vine Chenin Blanc that rested in old foudre.",2022 Sadie Family Old Vine Series Mev Kirsten,RP 97
1,The Sadie Family,Old Vine Series Rotsbank,"New this year, the 2022 Old Vine Series Rotsbank made from Chenin Blanc offers a saline nose with ripe and nutty citrus blossom essences. Rotsbank, meaning “rock shelf” or “rock bench,” comes from a vineyard with very shallow soil. Light to medium-bodied, the palate is incredibly fresh with layers of complexity and is intensely cerebral. It will notably be an outlier of the Chenin Blanc range, offering the most mineral tension and expressive mouthfeel before it concludes with an almost neverending finish. Just under 7,000 bottles were filled. Keep an eye out for this beauty!",2022 Sadie Family Old Vine Series Rotsbank,RP 97
2,The Sadie Family,Old Vine Series Skerpioen,"Made from Chenin Blanc and Palomino, the 2022 Old Vine Series Skerpioen displays aromas of wax melon with hints of sea spray and lemon skin before offering a dusty floral essence. Medium-bodied and with excellent mineral tension, the palate bursts to life with energetic acidity, showing layers of freshness and complexity before ending with a lively, food-friendly finish. Only 7,400 bottles were produced of this gorgeous wine.",2022 Sadie Family Old Vine Series Skerpioen,RP 97
3,The Sadie Family,Old Vine Series Treinspoor,"Stately and refined on the nose, the 2022 Old Vine Series Treinspoor expresses dark red fruit with ripe black cherry and spiced plum essences. Medium-bodied and with 13% alcohol, the palate displays elegance and finesse, offering a balanced frame of fine-grained tannins with seductive mineral tension. For those who have never tried this bottling, many elements will be familiar and pleasurable, offering fantastic action with layers of complexity before ending with a long lingering finish that shines with bold tannins. 7,500 bottles were produced from 50% whole-cluster grapes.",2022 Sadie Family Old Vine Series Treinspoor,RP 97
4,The Sadie Family,Old Vine Series Kokerboom,"Starting with a delightful mineral-laced nose, the 2022 Old Vine Series Kokerboom offers complex aromas of roasted almonds, underripe peach and wax melon with delightful citrus blossom. Light to medium-bodied and with 12.8% alcohol, the palate is complex, offering a beautiful weight with a waxy and phenolic mouthfeel before showcasing incredible mineral tension with energetic acidity. This beauty will remain food friendly for years and will benefit from another year in the bottle. Only 2,300 bottles were produced of this devastatingly gorgeous wine.",2022 Sadie Family Old Vine Series Kokerboom,RP 97
5,The Sadie Family,Old Vine Series Skurfberg,"Coming from the most northerly aspect of the range, the 2022 Old Vine Series Skurfberg opens with a waxy nose and notions of dusty yellow apple and Meyer lemon with white melon. Medium-bodied and with 13% alcohol, the palate reveals a fine mineral tension with a delightful kiss of sea spray before displaying a classic, food-friendly phenolic bitterness. The wine glides into a long, lingering and subtly spiced finish. Only 4,200 bottles were produced.",2022 Sadie Family Old Vine Series Skurfberg,RP 97
6,The Sadie Family,Old Vine Series Soldaat,"Bursting with a bright, fresh nose with crunchy red fruit aromas, the 2022 Old Vine Series Soldaat displays impeccable balance and crystalline purity from a challenging vintage. Medium-bodied and with lively acidity and delicate mineral tension, the Grenache bursts with bright red fruit flavors, even though it spent less time on the skins and clocks in with some of the lowest alcohol for the bottling. Only 6,800 bottles were filled with 50% whole-cluster Grenache. Bravo, I want more!",2022 Sadie Family Old Vine Series Soldaat,RP 97
7,The Sadie Family,Old Vine Series Pofadder,"Red-fruited and softly spicy, the 2022 Old Vine Series Pofadder offers ample floral expressions with crunchy red fruit aromas that display a pure and fresh expression of Cinsault. Medium to full-bodied and with 14% alcohol, the palate is fresh and mineral driven before a firm tannic grip clamps down, telling me it's much too young right now. With a fine acid backbone, this beauty will continue to shine with elegance and finesse for more than a decade. It's immensely pleasurable and has me craving duck breast. Only 5,000 bottles were produced from 50% whole-cluster Cinsault. Speaking with Eben Sadie, he believes it’s their best Cinsault since 2012.",2022 Sadie Family Old Vine Series Pofadder,RP 97
8,The Sadie Family,Old Vine Series T Voetpad,"Made from a blend of Sémillon Blanc and Semillon Gris, Palomino, Chenin Blanc and Muscat, the 2022 Old Vine Series T Voetpad comes from the oldest co-planted vineyard in the country. It is mineral, with zesty citrus notes that entice and delight. Medium-bodied, the palate is bright and popping yet shows surprising phenolic bitterness and a kiss of skin tannins across the long, lingering, spicy finish. Give it one more year in the bottle and enjoy with food. Only 2,200 bottles were produced.",2022 Sadie Family Old Vine Series T Voetpad,RP 97
9,The Sadie Family,Palladius,"Toeing the line to triple digits, the 2021 Palladius is a blend of Chenin Blanc, Grenache Blanc, Marsanne, Roussanne, Viognier, Sémillon, Colombard, Verdellho and Palomino. Instantly impressive in the glass, the wine is bold with waxy aromas that sway with seductive notes of lemon pastry cream,  dusty melon and citrus blossoms. Medium-bodied and with 13.7% alcohol, the palate is succulent and bright with fantastic acid and displays a kiss of phenolic bitterness that beams with focus and precision. Subtle notes of beeswax and lees drive the finish with immense complexity and considerable weight. The aftertaste summersaults with complexity, offering fresh and bright citrus notes with notions of dusty flowers. It will remain food friendly for decades. It's devastatingly beautiful and cerebral. 12,400 bottles were produced after the grapes were whole-bunch pressed and rested in concrete and amphora.",2021 Sadie Family Palladius,RP 97
