,producer_name,product_name,description,full_name,critic_score
0,R. Lopez de Heredia,Viña Gravonia Blanco,"2016 was a superb vintage in Rioja, and the 2016 Viña Gravonia Blanco, which has the cellar aroma that all the wines, especially the whites, have, due to the longer time the wines spend in barrel. The white vines in this vineyard are now 92 years old and their juice was fermented in old oak vats with indigenous yeasts. They explained, ""We have never used selected yeasts."" It was matured in their well-seasoned American oak barrels for four years. It's paler than any of the other whites, and it has a little less pungency, with very good freshness. It's elegant, subtle, clean and ethereal. They had good yields and a good climatic year. 42,000 bottles produced. It was bottled in November 2022. I give these wines a conservative drinking window, but they will probably last much longer.",2016 López de Heredia Viña Gravonia Blanco,RP 95
1,R. Lopez de Heredia,Viña Cubillo Tinto Crianza,"The 2016 Viña Cubillo Tinto Crianza was surprising, spectacular, elegant, clean and fresh like few vintages before. It was a superb year, with quality, quantity and freshness. It's quite the opposite from the previous 2015, which was a much warmer and riper year. The 2016s have moderate alcohol and especially the perception of less ripeness (even though the alcohol is very similar). It feels very young, still quite primary. Mercedes explained, ""Cubillas, a 24-hectare plot, is a vineyard that could produce Gran Reserva wines. It's a very good vineyard, but we would miss the Crianza in our range"". In fact, the comment was that this vintage is even a challenge for the Viña Tondonia red ""because of its price."" It is indeed a bargain. ""But it doesn't have the finesse of Tondonia,"" concluded María José. Anyway, it's super tasty. 92,000 bottles produced. It was bottled in November 2022.",2016 López de Heredia Viña Cubillo Tinto Crianza,RP 95
2,R. Lopez de Heredia,Viña Tondonia Blanco Reserva,"We talked a lot about the challenging 2013, but they defended the wines. ""There was a big crop, and it was not easy, but it was possible to make great wines."" The 2013 Viña Tondonia Blanco Reserva has nutty aromas, perhaps showing a little more development, but according to Mercedes López de Heredia, ""[With] the old vines with the right rootstock, in the right soils, you can have more or less quality, but you're not going to have a disaster."" It's a wine that has to have aging potential, and they need to start with good grapes, so they harvested earlier, as their grapes were riper because they had lowered their yields. They took risks, and I think they got it right. The palate has intense and pungent flavors, a velvety mouthfeel and a vibrant core of acidity, with a fine thread and a chalky finish. But it's a slightly weaker year. 14,000 bottles produced. It was bottled in April 2022.",2013 López de Heredia Viña Tondonia Blanco Reserva,RP 95
3,R. Lopez de Heredia,Viña Bosconia Reserva,"The 2013 Viña Bosconia Reserva even in a cooler and rainier year, like 2013, has a rounder body and still 13.5% alcohol. They also insisted that ""remember that we can use 15% of wine from another vintage, and perhaps we topped this one up with wine from 2015. We want consistency year after year."" This matured in barrels for five years and was bottled unfiltered but fined with egg whites. It's expressive, elegant and subtle, clean and complex, with polished tannins and very good acidity (pH 3.3 and 6.7 grams of tartaric acid per liter of wine). 70,000 bottles produced. It was bottled in May 2021.",2013 López de Heredia Viña Bosconia Reserva,RP 95
4,R. Lopez de Heredia,Viña Tondonia Reserva,"The 2012 Viña Tondonia Reserva comes from a very dry year, with 25% less rain than the average (at the time), resulting in lower yields of very healthy grapes that delivered wines with nice balance between alcohol and polyphenols, making it very apt for the aging in barrel. It had a slightly longer élevage in barrel, six years. The wine is aromatic with a developed profile, spicy and tertiary (forest floor, a touch of brick dust and iodine), complex and nuanced. The palate is full and round, with polished tannins and a long, dry finish. It has a textbook Tondonia nose and profile. 250,000 bottles produced.",2012 López de Heredia Viña Tondonia Reserva,RP 95
5,R. Lopez de Heredia,Viña Tondonia Blanco Gran Reserva,"I was very much looking forward to the 2004 Viña Tondonia Blanco Gran Reserva, the next vintage of this wine after the spectacular 2001. 2004 was a perfect climate year. This is a developed white that was matured in well-seasoned, neutral American oak barrels for 10 years in their old caves, where the wine gets pungent aromas of mushrooms, pollen, beeswax, white pepper, kerosene, cereals and something herbal (celery and even asparagus) that reminded me of the 1964. The palate is velvety and dry and super tasty, with a salty twist in the finish. It's still a baby even after years in bottle. This should age superbly in bottle. I think this is slightly better than the 2001, one of the freshest and most elegant vintages for this bottling. Bravo! 10,000 bottles were filled in November 2018. Before and after aging in barrel, the Gran Reserva wines also spend some time in oak vats.",2004 López de Heredia Viña Tondonia Blanco Gran Reserva,RP 95
6,R. Lopez de Heredia,Viña Tondonia Gran Reserva,"The 2004 Viña Tondonia Gran Reserva didn't stop growing and changing in the glass for the good three hours that lasted the tasting of the portfolio. I had tasted this wine on my previous visit (they don't usually open future Gran Reserva vintages), and I was very impressed. This was aromatic (but took some time in the glass to open up), floral, perfumed, elegant and nuanced. The year was excellent, textbook, and the grapes from Viña Tondonia were picked from the 11th of October, the dates from yesteryear. I had the exceptional 2001 Parreno two weeks before I tasted this wine, and I found many similarities between both wines. It has complex notes of forest floor, truffle, wild herbs, spices and mushrooms and a touch of iodine. This is velvety, with super elegant tannins and a supple finish. It has clout and persistence, but there's also something ethereal about it. It's full of energy, light and power. This should be almost eternal. Bravo! 24,000 bottles produced. It was bottled in November 2018.",2004 López de Heredia Viña Tondonia Gran Reserva,RP 95
7,R. Lopez de Heredia,Viña Bosconia Gran Reserva,"The 2004 Viña Bosconia Gran Reserva is very open, expressive and aromatic right away—as soon as it was poured into the glass—while the Tondonia took time to open up. This has a very elegant nose, and despite having less Garnacha than the Tondonia, it has a more Garnacha nose, a little heady with notes of cherries in liqueur and iodine (think Rayas). It has an elegant texture, very fine tannins and pungent flavors, and it's persistent and powerful while keeping balance and freshness. The Bosconia Vineyard is a cooler vineyard that delivers fresher wines; the grapes were picked quite late, from the 20th of October, later than the ones from the Tondonia vineyard. Only 6,000 bottles produced. It was bottled in March 2019. Some of these vintages have had a much longer élevage, though not necessarily all in barrel, as the wines also spent time in the ancient oak vats.",2004 López de Heredia Viña Bosconia Gran Reserva,RP 95
8,R. Lopez de Heredia,Viña Bosconia Gran Reserva,"The 1947 Viña Bosconia Gran Reserva blew me away. It could have been my favorite of the Riojas, up there with the best Bordeaux (to me, Petrus and surprisingly enough Margaux!). It is amazingly dark, juicy and glowy, with a very young and dark cherry color and surprising acidity. Viña Bosconia is a relatively small vineyard of only 15 hectares, so production was not as much as that of the Viña Tondonia. It's juicy and lush, with notes of forest floor, truffle, smoked cured dry meat and orange peel denoting, freshness. The tannins are fully resolved, and it has a velvety texture; it's elegant and long. Super tasty, really pleasant and gourmand.",1947 López de Heredia Viña Bosconia Gran Reserva,RP 95
9,R. Lopez de Heredia,Viña Tondonia Gran Reserva,"According to María José López de Heredia, the frost from 1945 affected the following vintages, including the 1947, and they didn't have a great vintage until 1954. The red 1947 Viña Tondonia Gran Reserva, bottled in a Bordeaux bottle (compared with the Viña Real that comes in a Burgundy bottle), has some similarities with the Imperial from CVNE, also in a Bordeaux bottle and showcasing the finer Haro style of more serious and austere wines when compared with the more sensual, round and powerful Viña Bosconia (or Viña Real) bottled in a Burgundy bottle. I find more evolution and more volatile acidity here, a more evolved and polished wine. There might be some bottle variation because of the corks (in general, the CVNE corks were better), because I've had better bottles of the 1947 than the two we uncorked for the occasion of this tasting. Tondonia is a much larger vineyard—100 hectares—than  Bosconia (only 15 hectares), but the surface in production is not always 100%. Even so, there are always more bottles of Viña Tondonia than the scarcer Viña Bosconia.",1947 López de Heredia Viña Tondonia Gran Reserva,RP 95
